[0,0] -173280882232618660316337737945188713560079794297166933106166281431231488371884784291549401458331470292133489140853061860872970201985805702700281036670199444132995226214523459889572916205144465403590911054855764620351848907004032561114897864175992071827704314909162253082039330473156131099240956642310361118530773599007812974266732415508996801587122158012510272663872813183293108973970220176852308213710784912109375000000000000000000000000000000000000000000000000
[1,0] -2106138586799258986462129913798527807163589057757911224591687027551107927965983892774145700334378816250747130235516548361731241743854675298763802493870599662607860903085961560769564729298950738762763911421705862639234772980944058146742077142453247353451960099710269572892845796161587131562298191048475552928483739829291782723156483822746865148622316951773852263776927451477405384139274246990680694580078125000000000000000000000000000000000000000000000000000000
[1,1] 41461944829370344650331049234900158714511045248043241499458125270928589426799428119888744421389007620570325469759465409576514295792564245894034906504589284073826478738023684085605951881479960725467467625654783893685525823256895439343439795404880694468013569359519148007786984611208387061684978597698648256129312232621761651803592287961519575239488053941201794829837264230384952234942375071113929152488708496093750000000000000000000000000000000000000000000000
[2,0] -10154499508962259116242664084118427603006563468713495634325558329603799375905105373141525537633111016182639910896027437551217041742686747139194183368871532860145093023976786937513189518320181716978540469598373857070536850965814384289937316587366304328570681199166867623557850057596229241266416730460387962281161390769619549153281376092182624086688821563809109498521723174979669579442997928708791732788085937500000000000000000000000000000000000000000000000000
[2,1] 219319576413479199331837109573318370687241490012317733743577066890262367450693362820968780757015059019035965639873799722231759412689804024560349275597657739441486125140049490231716671871031386808625297037245911204779957265580787739617346122802460455533857485360833932477050707914934466182360420265081683610787477210215575247139967844754300070563776878037165981398625609903769995145950133519363589584827423095703125000000000000000000000000000000000000000000
[2,2] -4446738097821552933285580027100117655988388935016518421645493263572869970035565092240491388818822942543478239739066816104108732066379202830826935723682725154118717852382632828308578483972023993263458631056277133808396108671396161397669665475910768934516938316745612140206160200950995751441860052143459413283819749369928801577111389724257242034556928113712508870237164925658199937652526045894774142652750015258789062500000000000000000000000000000000000000
[3,0] -22390895892271879581932290934000057392295402660665226300129567426324911601427629759160553136614328769050907616959002169451609792650043002099961358597413988132982062717932591921662573270528648989504774856223099632132333024512579515942780076835119021675613619125378565785528412908649270030414851059710316633729830981983499516186598949851534904591679896074987761857115475816470961945015005767345428466796875000000000000000000000000000000000000000000000000000
[3,1] -136051353274008608558474470426554317709502634690616250377433427696497597507795416483196994215451871895144935551302440288694284666429184543843159010478298864532812140417998053700827765556496809812158930428933492026853708744822040623804616845515395577349716451870992813601470526896312505178651841019906681754969080653442359783204622431131310714923734720233889702777156085686249831212535355007275938987731933593750000000000000000000000000000000000000000000
[3,2] 15594247639504385386625806873698721593909697004346714986399764077155660205560901114555641043056858518614141460608109246184170179245218326492884349877728284442422342420344982003679109573962865955921514017788335505793515263984132548482081816119029777584014791509785309125631150909400687492573099663385588836797875788027967217642183518806962167681050148153943584741348600682889907753647662502771709114313125610351562500000000000000000000000000000000000000
[3,3] -112108696056224214810130777460841549161845730838506569423009058682376756088144157497326355676838432102055110478226055442704861381219688151100464822192236213957118785762599326449680303873294632561875766720801117004537314835179744270085148078637314162539542927896180773799096570118592269517566545678780787302496912360399955146956269803437601977188801160826216531179786579897842552222542167328356299549341201782226562500000000000000000000000000000000000
[4,0] -12617920824996841102163548655089332441619692259246795448040300240823484766270525260580918752791651461830976597108485823507297876343713061482995472233660296292092299290839095209681740793288236510556400911507150782299188724493296922699858920961223347478280263724628378474300892149150887603257680600690005254039439847060425802113469071561943895693762599238583425599298862285202460498112486675381660461425781250000000000000000000000000000000000000000000000
[4,1] -1180934505892948149463310692937717768713815298417493997519235950286399713275453704238590525868614931784397933025880494639182277539232792831606429868844720283991812718535244346673254326217865266052404979536248840224424053346282302582071291691124864015774764599850853212342052487437658732947401179005968607122721360721910918633220668393074011540100148012680168406881286438051686937811268762743566185235977172851562500000000000000000000000000000000000000
[4,2] -7018300409640130635310437508399265945667086718921271455823135960932621565084135849367464147683337771806488559885784756695136151096986073737721183660520774560074165609877910785931650792076385722682897940838217870976833631432815292091496486065499682557118695949945504697483228095557616313171962360717214952970233586233181939813394861059764923410964436986306248702154915922028256825004888241892331279814243316650390625000000000000000000000000000000000
[4,3] 215862410963082292131729921116292869116864139883008575898242879989855856575976027066997530540356022759483637919820138262616399329370015952306266532352647922717171783755185853787535511323235949412468941407653205978777951336624430660526165206213134629814662075039014874666201713730421153950147614127974836799753638909267086145483505379302018146554677248987098415553875769453393874963698095825748168863356113433837890625000000000000000000000000000000
[4,4] -664140419035400014436937870087554611848862415763498836005081258880962834178870530556363523781192565535441295781941433166791631696507772012654099758823794256194757395912834489231474874628500083665896613749233691965239013379616703040409845429453936308127626598944663417495729715164910095250442764393379248378889808522202619362793920579419620659522866982919563453332165529428284889493228071444264060119166970252990722656250000000000000000000000000
[5,0] 36069115930443820805930941092305121717218887685897047850074942540918821388793600933117597778111389735425134263217550436211935041464910422262383256707039447580542170705633644594910547307706461988637209629808283580545849808366283165378655779842752477244831302609663704865239491503527670359309668908959478559746846426281834897247633459036125852192688032695963833845764767715991183649748563766479492187500000000000000000000000000000000000000000000000000
[5,1] -409665461111343368987005613633374890110768335298530234075236520582935161752398936036306622192927228872094688505002962101502232361439154755383393794873885456997759056881667971228609928615197122945154046468300774089586466569607813389181092226441771903679798575857530446278666568406176050353312201726820315818909683690590350120467580016009444052010332522088512959132153290475741869158810004591941833496093750000000000000000000000000000000000000000000
[5,2] -5053478744718232203951215010641781822963373370197756088637789040656988790500171298274744743063430067668757679171328257994927135936093855869678024439225498688519952617702209363764854527161601953361142196553564777291516153845637168705650011015687093501728165472072685590510406469698261390612667418841832374254104356165033999319420789346242779755392239391391478438028895181152733151463962713023647665977478027343750000000000000000000000000000000000
[5,3] -229991876823285805605966003151539859770425937883246303928881938131988050366701172925593879979878066427767209151702623118839841824973644914060992816060611658504441733344870759813952891967956665574913650926285115800962153145744068803474193694488792538661934633802792821061549433256479926017183456586666495435776036035296957476160582889794054230640787798216708501364050044012132811843684976338408887386322021484375000000000000000000000000000000000
[5,4] 1018567841639441804186327391052996407773830029656248679033897485240650935086976318320355673130410595795165066927827827562602714273814360100569147644519810319106982702975767646020735473390942127914753690288890599394196655738380939445895908700680869148378747825527572846635925830317309789479572807509743000769781605702184090043208508673073908332565448171457633703478249803935518774666846297805022913962602615356445312500000000000000000000000000
[5,5] -1985437605939973355367914544003476555699672519532210276410655690953684000187215126741887661722739958427629387937004375998849813121837370886369030007086654858691064174037707287415250042790333966575445241021018247684402480625725369016175792836820732620627658085263272651344686452815013500878077937253183403705365683644851725843938979034362921009811042537421263022195063437325352265205857804630795726552605628967285156250000000000000000000000
[6,0] 55675190803153387187024947558790082173039329694587968165330010811520875279214207593665169563085084545707136118582074527358303826316629704761661588312333850520655819056175597890606224523478725591211830423960195940666639781858794673920225085225064663280093708859227166432503687296286235139531875342730646790499770568845675381765830123042893580357026934475058550441661786578606552211567759513854980468750000000000000000000000000000000000000000000000
[6,1] 438970615379121532765559829672165480993181198258538785250255548907328702940087533106566419849429030448852315088067034556421164931916635657499717465741831146354697296590355636953547299130862205169713034632380238891017840863433318847365739424378907849238150931928941320454285532525521123201506792378614187213133658669304733916726320554462691290829160787600346258310358982246413006578222848474979400634765625000000000000000000000000000000000000000
[6,2] 6173118055179714335320423996960313858839942952767257065652704623672429369203266195886282356422801099948365880368639127877725013512186326132908509662158119862777576121159140221010481142246485107906609183108886738185897756471888051078558365045324184126307012925537831145484702284031178051608983695836282908892028026178793597667735403241601505829412533275900946563202040446617646640703469529398716986179351806640625000000000000000000000000000000
[6,3] 173795902743750482136772541066751761985206318978934460124816648494007896050221811966015478690531745794192918841687954268762564163064928789717926525261789617396689374586858759076344349573690505858112256001486433638573472866713722820946203195910515335091508767021193703885122388407394071104164289014095424424029678499307198550988110334849165573800708147084780197500209202466497915295917664479929953813552856445312500000000000000000000000000000
[6,4] -964409331546758614526922351403146948021548422751936673634341572375036133934651532152067457674036001554127893378587241908659176530778493718754494656322751848060301765272786599835011038315279246930329823815786957255870439887457700291964344003745463014138162029866732681486392099478177194361366795465846460465802350425159076054144208006533171856636355212229550606946481166773616974796645706646813778206706047058105468750000000000000000000000
[6,5] 2251361932252332941884364826505303276894400848885266225155772725715302742736362369889759635579537870964498573289403107450359596176512998753847765821653961058488612413151653821074169152590180715385121533998353248289879855282009838937305935334642070526738782851873771541250054259099939975527776136678497654974836793139479450344681570080293033841364960109259301051492609384651970814983368285311371437273919582366943359375000000000000000000
