[0,0] -83847850758693242492550673531656882323812553715607491060551597122461650628828748096288689184017785659786503255132291173473542272594820796075408980026736637382865060247224024778402743980947031463646405982485205434159229811049420040786503922446973672091650085186158709070104888851072697496832683095034755699420194217819692812306242214236218795469082912788317597150884030061780969545198237416522065373105849015575649814042016956806819674999907353518652228031132915831921885460189319677928029546953951903399851979202805958180864000000000000000000000000
[1,0] 231951024163176346362287230054242536065582815698980601591811356115081086696982627117499067944372843399884576671231256666137036955872190407553708465816714729247367457509611480937479208038849387219136731961890386786789781503930327328180367052562577530949038758343213829775920740745551124711123280701544204056715463672847519435247138774670944880182118567132060211307781527827131256057944634674142513860475719492609591829507043863696259502213059981135791757795848543692541963165846046888280275504405191235473284348388019535872000000000000000000000000
[1,1] -3332583390289284900992368781263794781540162952179409300118627745705473164167833255616937130173461281449341212646223815082495923873542561279332679699992619662249283542590213680654782315378310240336985023500222238702056160281051314199587011317690764010637289472274990378479109447731502472657797593166341331847766134341480495216876800472102534560626675143483963002106819293470638642263683762909372159973108723211589812220000420531101551358347089610867138244257845334396827059227164368402774005754979585808261016620067660496896000000000000000000000
[2,0] -138007313058049983317929976597600563336937986902200146249213948430641529414932789697794065301741824860162293560233824083550203879207857386703266904755380648340496057984970639314625289761360891723196509855902236383970932394134587414330405150257294992626829229784349559239311680344664689829440120739760398411717918522947837587651553059643309720458300608016651118812225485779349253576864027877505964815698531087458057294120628202295624961334805212085174673826076330999162506308749884565639475446644537764318202151302279987200000000000000000000000
[2,1] 6730307257931094805909788484965707201668977880608400730501250638441406156694123959847360685711995917778288417507105014461979760055909545173842993178058515289713026732373235165011949404812515431123574719398645276739161950285306078145693198003864736087719013820643016416929395924260325364257017639586729691283696132776679219593552766901695889049600444573198932737930956073760967610378649366165294459757609209562372838212007429172769344421930682758168535634747710666137306197485037039769474717420098970650594716003717873664000000000000000000000
[2,2] 26603579423670180639962987693397276119174008370431725002548112820701727498767458349222809342330878425430301372270296216172865677097486996111035663160957084492286475145627327469291859153170443369393415767348786755620831330221815668265053974430955116259234303384354500683051162520458751066774752326904280833091107404910237170611178736853937156226603201604086311242285179742016597676734209199168431112110359684130138550911537572614260108399383519383110477002973624636139398361249480222921012024022060731955803673594022592512000000000000000000
[3,0] -117778008641502377938162131197267586818984676264989468754403195295391451741572299756894726404643370215231942525855716964255657142179490061327722605647409318554220493721151554584062688744391466794235141574199092855584667133983828623389820038476463412516793501799856519096029344928256375036074858962109328561182737963921027212120926648813179904213768000507654570790299070278215240826102966887196909327638633675129105665630690129994938668068065121368330154239717857892101753167224922605235165188547074842079254406391398400000000000000000000000
[3,1] -21729391940596158606659063758324883126950159361137439316318501791131135616508040240091355671719807828597799671521496098970340281366807023010377475392735763248511362815089732196094197330543080344880536726687293908420714556227336849233289163716192660508845887306724587723798988193974283962719519516622128426843661613557908602053420867546532854279962592295513898936917184830935654414851135703016228560974746864887386050385426069963298298765129051888175955808082760316253891219192437301443358632591544469592991297694806835200000000000000000000
[3,2] -69263074946672788060581790578473556147379163187038800634807020433310839149768044521764727527188517143986887643557998438345240700519828040591280319722870851331416062918968254971043775556706277901271346842484902116416409537543076200691047324166918753182747718702005750744922945238444902295432212302616825239751204711147908922087528352382759745609320819001731355271804691763939053380668508351802979145915085818000959371234441700114677902185781709540038071563005786424056439114079662513073990166210825513008880863278006272000000000000000000
[3,3] 719600994351279320763198017644911688103699013603722624925706382720266489761367759063471663984018191577631118323118906360817555532222555672541035441246143650288966435880624001444042254162097317011541762454459806930015511040491132200775355406644515510634258200429490294773612755239399358575303396135904887178141372872624526955256770337947906966668775210731238026055893596602522103760331390342387755305308739602617437530570427488707430018030871986774636185588769315048057348857709499662246748632379419180510733844812398592000000000000000
[4,0] 175900112547583529121289725380876705124111758684090542125278699077137136105729554093273458917290689555722413962284759672529929600080294603974947018153973568827880733819159242392389337142135672829980394847825993424726830171335016691889198197025788119736434086048524622884679319772532535627973308544762604931515370351818092570910585577148529042068809473631242018292645185253197036895720436219759968108854819200166741277467695652204458971202561884987678681045512055437695321255063380265123278331474016756865173385379840000000000000000000000
[4,1] 40732370522729347443373230260442865945734322484041413384829218866854965189808766244022277301760490384956867603582133703587924143024655029978103802178440378249700588095097886260272426798330085984172315031302958586152898994707243169198393587581240291656580196023305014752399396822535415737123925111828073852988634773465997629076950554572358731731145771312773943483284627119948595841848666995914394267123180660689205120915128383044125690410341379231186747755289755745490873024882986664171082781610400172004198896474521600000000000000000000
